area,sub_area,shop_id,shop_name_en,url_param,link_url,address_en,description_en,tel,image_url,hours,services,latitude,longitude
Chugoku / Shikoku / Kyushu / Okinawa,Kumamoto,115,BEAMS KUMAMOTO,km,/global/shop/km/,"AMU PLAZA KUMAMOTO 1F, 3-15-26 Kasuga, Nishi-ku, Kumamoto-shi Kumamoto","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",096 359 7771 （Women's）／ 096 359 1280 （Men's）,//cdn-cms.beams.co.jp/cdn/cms/shop/115/list_mufp4b.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",32.7890230,130.68875
Chugoku / Shikoku / Kyushu / Okinawa,Nagasaki,128,B:MING LIFE STORE by BEAMS AMU PLAZA NAGASAKI,nsa,/global/shop/nsa/,"AMU PLAZA NAGASAKI 2F, 1-1 Onoemachi, Nagasaki-shi, Nagasaki","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",095 833 2311,//cdn-cms.beams.co.jp/cdn/cms/shop/128/list_PYQUDp.jpg,10:00 - 20:00,Tax-freeShop,32.751674,129.87089
Chugoku / Shikoku / Kyushu / Okinawa,Nagasaki,113,BEAMS NAGASAKI,ns,/global/shop/ns/,"1F AMU PLAZA Nagasaki New Building, 1-1  Onoue-machi, Nagasaki-shi Nagasaki","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",095-822-6006,//cdn-cms.beams.co.jp/cdn/cms/shop/113/list_3v2FrM.jpg,10:00 - 20:00,,32.75147,129.87035
Chugoku / Shikoku / Kyushu / Okinawa,Saga,23,BEAMS OUTLET TOSU,bto,/global/shop/bto/,"TOSU PREMIUM OUTLETS, 8-1 Yayoigaoka, Tosu-shi, Saga","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0942 87 7327,//cdn-cms.beams.co.jp/cdn/cms/shop/23/list_UiQWLP.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay, ALIPAY",33.406078,130.512475
Chugoku / Shikoku / Kyushu / Okinawa,Fukuoka,225,BEAMS OUTLET KITAKYUSHU,kko,/global/shop/kko/,"THE OUTLETS KITAKYUSHU, 4-1-1 Higashida, Kitakyushu Yahatahigashi-ku, Fukuoka-shi Fukuoka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",093 616 7275,//cdn-cms.beams.co.jp/cdn/cms/shop/225/list_lbjoAi.jpg,10:00 - 20:00,Tax-freeShop,33.873961,130.810891
Chugoku / Shikoku / Kyushu / Okinawa,Fukuoka,194,BEAMS GOLF VIORO,fvg,/global/shop/fvg/,"VIORO B1F, 2-10-3 Tenjin, Chuo-ku, Fukuoka-shi, Fukuoka","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",092 738 6501,//cdn-cms.beams.co.jp/cdn/cms/shop/194/list_sl55aY.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay",33.589715,130.398415
Chugoku / Shikoku / Kyushu / Okinawa,Fukuoka,108,BEAMS FUKUOKA,fkp,/global/shop/fkp/,"Fukuoka PARCO New Bldg. 1-2F, 2-11-1 Tenjin, Chuo-ku, Fukuoka-shi, Fukuoka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",092 737 2401,//cdn-cms.beams.co.jp/cdn/cms/shop/108/list_zBxswB.jpg,10:00 - 20:30,"Tax-freeShop, UnionPay",33.590877,130.398122
Chugoku / Shikoku / Kyushu / Okinawa,Ehime,104,BEAMS MATSUYAMA,my,/global/shop/my/,"AVA 2F, 3-2-1 Ichiban-cho, Matsuyama-shi, Ehime","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",089 941 0400,//cdn-cms.beams.co.jp/cdn/cms/shop/104/list_UuiHv2.jpg,11:00 - 20:00(Mon- Sat)/11:00 - 19:00(Sun),"Tax-freeShop, UnionPay",33.840793,132.768694
Chugoku / Shikoku / Kyushu / Okinawa,Kagawa,103,BEAMS TAKAMATSU,tm,/global/shop/tm/,"Kotoden Kawaramachi Building 1F/2F, 1-3-1 Tokiwa-cho, Takamatsu-shi, Kagawa","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.","087 837 7919 （Men）／
087 834 5331（Women）",//cdn-cms.beams.co.jp/cdn/cms/shop/103/list_d4JTEt.jpg,10:00 - 20:00,Tax-freeShop,34.338821,134.052439
Chugoku / Shikoku / Kyushu / Okinawa,Shimane,227,BEAMS JAPAN IZUMO,jiz,/global/shop/jiz/,"1346-5 Kitsukiminami, Taisha-cho, Izumo-shi Shimane","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.
",0853 31 4505,//cdn-cms.beams.co.jp/cdn/cms/shop/227/list_qinSeB.jpg,10:00 - 17:00,UnionPay,35.39333,132.68719
Chugoku / Shikoku / Kyushu / Okinawa,Hiroshima,102,BEAMS HIROSHIMA,hi,/global/shop/hi/,"1F/2F, 3-10 Hon-dori, Naka-ku, Hiroshima-shi Hiroshima","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.","082 544 2961 (Men's)
082 544 2962 (Women's)",//cdn-cms.beams.co.jp/cdn/cms/shop/102/list_u7ASfE.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay",34.39306,132.46016
Chugoku / Shikoku / Kyushu / Okinawa,Okayama,75,BEAMS OKAYAMA,okb,/global/shop/okb/,"CRED Okayama 1F, 1-8-45 Nakasange, Kita-ku, Okayama-shi, Okayama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",086 235 1722,//cdn-cms.beams.co.jp/cdn/cms/shop/75/list_i5Csvf.jpg,10:00 - 19:30,Tax-freeShop,34.662759,133.926804
Kansai,Hyogo,244,BEAMS JAPAN KOBE,jkb,/global/shop/jkb/,"2F KOBE PORT TOWER, 5-5 Hatobasho, Chuo-ku, Kobe-shi Hyogo","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",078 977 7637,//cdn-cms.beams.co.jp/cdn/cms/shop/244/list_khr67v.jpg,10:00 - 20:00,,34.682647,135.186699
Kansai,Hyogo,234,BEAMS HIMEJI,hmj,/global/shop/hmj/,"SANYO DEPARTMENT STORE South Building 1F, 1 Minamimachi, Himeji-shi Hyogo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.
",079 280 7260,//cdn-cms.beams.co.jp/cdn/cms/shop/234/list_XYyO7K.jpg,10:00 - 19:30,,34.828250,134.689087
Kansai,Hyogo,207,BEAMS GOLF KOBE,bgk,/global/shop/bgk/,"KCS Naniwamachi 1-3F,59-3 Naniwamachi, Kobe Chuo-ku, Hyogo Hyogo","A BEAMS GOLF shop, an original brand that proposes a golf wear style that is both fashionable and functional, and unique to BEAMS. You'll find a full line up of carefully selected imported items, as well as items from collaborations with popular fashion brands.",,//cdn-cms.beams.co.jp/cdn/cms/shop/207/list_0pCkse.jpg,11:00〜20:00,"Tax-freeShop, UnionPay",34.689176,135.192458
Kansai,Osaka,43,BEAMS OUTLET RINKU,bro,/global/shop/bro/,"RINKU PREMIUM OUTLETS, 3-28 Rinku Ourai-minami, Izumisano-shi, Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",072 464 6436,//cdn-cms.beams.co.jp/cdn/cms/shop/43/list_og0U7j.jpg,10:00 - 20:00,"Tax-freeShop, UnionPay, ALIPAY",34.406669,135.294967
Kansai,Osaka,40,BEAMS OUTLET OSAKA KADOMA,oto,/global/shop/oto/,"MITSUI OUTLET PARK OSAKA KADOMA 2F, 204-3 Matsuoi cho, Kadoma shi Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",06 6926 9011,//cdn-cms.beams.co.jp/cdn/cms/shop/40/list_ufQx9u.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",34.732604,135.582924
Kansai,Osaka,135,B:MING LIFE STORE by BEAMS KUZUHA MALL,kkz,/global/shop/kkz/,"KUZUHA MALL 1F, 15-1 Kuzuhahanazonocho, Hirakata-shi, Osaka","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",072 836 3270,//cdn-cms.beams.co.jp/cdn/cms/shop/135/list_CPbNcJ.jpg,"10:00 - 20:00（Mon- Fri）／10:00 - 21:00（Sat, Sun, Holiday）",Tax-freeShop,34.861847,135.676666
Kansai,Osaka,140,B:MING LIFE STORE by BEAMS LaLaport EXPOCITY,ecl,/global/shop/ecl/,"LaLaport EXPOCITY 1F, 2-1 Senri Bampakukoen, Suita-shi, Osaka","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",06 4864 8265,//cdn-cms.beams.co.jp/cdn/cms/shop/140/list_FwW8l2.jpg,10:00 - 21:00,"Tax-freeShop, UnionPay",34.805403,135.535455
Kansai,Osaka,126,BEAMS LaLaport EXPOCITY,bec,/global/shop/bec/,"LaLaport EXPOCITY 2F, 2-1 Senri Bampakukoen, Suita-shi, Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",06 4864 8350,//cdn-cms.beams.co.jp/cdn/cms/shop/126/list_fWRlgw.jpg,"Monday-Friday 10:00 - 20:00 / Saturdays, Sundays & holidays 10:00 - 21:00","Tax-freeShop, UnionPay",34.805403,135.535455
Kansai,Osaka,85,B:MING LIFE STORE by BEAMS Tennoji MIO,tjm,/global/shop/tjm/,"Tennoji MIO Plaza Bldg. 2F, 10-48 Hidenincho, Tennoji-ku, Osaka-shi, Osaka","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",06 6779 1710,//cdn-cms.beams.co.jp/cdn/cms/shop/85/list_8BzWoe.jpg,10:30 - 20:30,"Tax-freeShop, UnionPay",34.646836,135.513546
Kansai,Osaka,175,BEAMS GOLF NAMBA PARKS,npg,/global/shop/npg/,"NAMBA parks 2F, 2-10-70 Nambanaka, Naniwa-ku, Osaka-shi, Osaka","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",06 6635 2093,//cdn-cms.beams.co.jp/cdn/cms/shop/175/list_wbOX9z.jpg,11:00 - 21:00,"Tax-freeShop, UnionPay",34.660774,135.502132
Kansai,Osaka,191,BEAMS NAMBA,nmb,/global/shop/nmb/,"Namba CITY Main Bldg.B1F, 5-1-60 Namba, Chuo-ku, Osaka-shi, Osaka","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",06 6635 2601,//cdn-cms.beams.co.jp/cdn/cms/shop/191/list_av47sx.jpg,11:00 - 21:00,"Tax-freeShop, UnionPay",34.663768,135.501702
Kansai,Kyoto,246,BEAMS JAPAN MAIZURU,jmz,/global/shop/jmz/,"ATICK 1F, 1049 Kitasui, Maizuru-sh Kyoto","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",0773 77 5678,//cdn-cms.beams.co.jp/cdn/cms/shop/246/list_4YJmv4.jpg,10:00 - 18:00,,35.475395,135.384536
Kansai,Kyoto,242,BEAMS GOLF TAKASHIMAYA KYOTO S.C,ktg,/global/shop/ktg/,"3F, Takashimaya Kyoto S.C 35 Otabicho, Shimogyo-ku, Kyoto-shi Kyoto","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.
",075 606 5624,//cdn-cms.beams.co.jp/cdn/cms/shop/242/list_0Rn94K.jpg,10:00 - 20:00,,35.00353,135.76825
Kansai,Kyoto,205,Pilgrim Surf+Supply KYOTO,psk,/global/shop/psk/,"1F ShinPuhKan, 586-2, Karasumadori Aneyakoji-sagaru Banocho, Nakagyo-ku, Kyoto-shi Kyoto Kyoto","The first Japanese flagship store of ""Pilgrim Surf+Supply,"" a select shop from Brooklyn, New York. The shop follows the concept of ""a dual life that combines both nature and urban,"" and proposes a lifestyle of outdoor activities with a focus on surf filtered through the scope of American East Coast culture. Not limited to fashion apparel only, the shop offers a wide variety of content that includes activities as well.",075 708 6632,//cdn-cms.beams.co.jp/cdn/cms/shop/205/list_c20Vvm.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay, ALIPAY",35.009697,135.760267
Kansai,Kyoto,204,BEAMS JAPAN KYOTO,jk,/global/shop/jk/,"1F ShinPuhKan, 586-2, Karasumadori Aneyakoji-sagaru Banocho, Nakagyo-ku, Kyoto-shi Kyoto","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",075 708 6848,//cdn-cms.beams.co.jp/cdn/cms/shop/204/list_SIhK2K.jpg,11:00〜20:00,"Tax-freeShop, UnionPay",35.0095415,135.7600422
Kansai,Kyoto,99,BEAMS KYOTO,kyo,/global/shop/kyo/,"KYOTO SHOCHIKUZA BUILDING 1F, 415 Sakurano-cho, Sanjo-sagaru Shinkyogoku Nakagyo-ku, Kyoto-shi  Kyoto","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",075-257-8065,//cdn-cms.beams.co.jp/cdn/cms/shop/99/list_zPKEP9.jpg,11:00 - 20:00,"Tax-freeShop, UnionPay",35.008164,135.767621
Hokuriku / Shinetsu / Tokai,Aichi,232,BEAMS GOLF Dai Nagoya Building,dbg,/global/shop/dbg/,"Dai Nagoya Building Shops&Restaurants 2F, 3-28-12 Meieki, Nakamura-ku, Nagoya-shi","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.
",052 564 1085,//cdn-cms.beams.co.jp/cdn/cms/shop/232/list_mh2OJB.jpg,11:00 - 20:00,,35.172101,136.884458
Hokuriku / Shinetsu / Tokai,Aichi,185,B:MING LIFE STORE by BEAMS LaLaport Minato AQULS,nma,/global/shop/nma/,"LaLaport Minato AQULS 1F, 2-3-2 Koumei, Minato-ku, Nagoya-shi, Aichi","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",052-659-2821,//cdn-cms.beams.co.jp/cdn/cms/shop/185/list_UrjilB.jpg,"Monday - Friday, 10:00 - 20:00 / Saturday, Sunday & holiday, 10:00 - 21:00",Tax-freeShop,35.660470,139.729246
Hokuriku / Shinetsu / Tokai,Aichi,94,BEAMS NAGOYA,bna,/global/shop/bna/,"LACHIC 2F, 3-6-1 Sakae, Naka-ku, Nagoya-shi, Aichi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",052 265 2610,//cdn-cms.beams.co.jp/cdn/cms/shop/94/list_Fil9ah.jpg,11:00 - 21:00,"Tax-freeShop, UnionPay",35.167496,136.907762
