addr_full,brand,city,country,extras,lat,long,name,opening_hours,phone,postcode,ref,state,website
"2F, 79, Tachiuri-Nishimachi, Takaura Nishiru, Shijo-dori 2F, Shimogyo-ku, Kyoto, 26 600-8511",Miu Miu,Kyoto,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Kyoto Daimaru,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81752555171,600-8511,S616,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"8-7, Kakuda-cho, Kita-ku 5F, , Osaka, 27 530-8350",Miu Miu,Osaka,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Osaka Umeda Hankyu 5F,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81663137362,530-8350,S448,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"4F, 8-7, Kakuda-cho 4F, Kita-ku, Osaka, 27 530-8350",Miu Miu,Osaka,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Osaka Umeda Hankyu 4F,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81663139814,530-8350,SD20,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"2F, 8-7, Kakuda-cho 2F, Kita-ku, Osaka, 27 530-8350",Miu Miu,Osaka,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Osaka Umeda Hankyu Bags & Acc.,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81663130378,530-8350,S642,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"2F, 3-14-1, Shinjuku 2F, Shinjuku-ku, Tokyo, 13 160-0022",Miu Miu,Tokyo,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Tokyo Shinjuku Isetan Shoes,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81353792750,160-0022,S645,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"Kakuda-cho , Kita-Ku 8-7, , Osaka, 530 530-8350",Miu Miu,Osaka,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Osaka Umeda Hankyu 8F,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81663132050,530-8350,SH44,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"3F, 3-1-1, Umeda 3F, Kita-ku, Osaka, 27 530-8202",Miu Miu,Osaka,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Osaka Umeda Daimaru,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81663421146,530-8202,S628,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"大阪市中央区心斎橋筋1-7-1 大丸心斎橋店本館2F , , Osaka, 27 542-8501",Miu Miu,Osaka,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu ミュウミュウ 大丸心斎橋店,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81662412961,542-8501,S622,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"18-1, Akashimachi , Chuo-ku, Kobe, 28 650-0037",Miu Miu,Kobe,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Kobe,"{'opening_hours': {'Mon': '11:00-20:00', 'Tue': '11:00-20:00', 'Wed': '11:00-20:00', 'Thu': '11:00-20:00', 'Fri': '11:00-20:00', 'Sat': '11:00-20:00', 'Sun': '11:00-20:00'}}",+81783347601,650-0037,SB94,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"福岡市中央区天神2-5-35 岩田屋本店本館1F , , Fukuoka, 40 810-8680",Miu Miu,Fukuoka,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu ミュウミュウ 福岡岩田屋店,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81927338262,810-8680,S427,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
"4-1, Omoromachi , , Naha, 47 900-0006",Miu Miu,Naha,Japan,"{'brand': 'Miu Miu', 'fascia': 'Miu Miu', 'category': 'Fashion ', 'edit_date': '20250305', 'lat_lon_source': 'Third Party'}",,,Miu Miu Okinawa,"{'opening_hours': {'Mon': '10:00-20:00', 'Tue': '10:00-20:00', 'Wed': '10:00-20:00', 'Thu': '10:00-20:00', 'Fri': '10:00-20:00', 'Sat': '10:00-20:00', 'Sun': '10:00-20:00'}}",+81988621405,900-0006,SG40,,"https://cdn.yextapis.com/v2/accounts/me/search/vertical/query?api_key=61119b3d853ae12bf41e7bd9501a718b&locale=en&v=20220511&limit=50&experienceKey=miumiu-experience&verticalKey=miumiu-locations&retrieveFacets=true&input=&offset=0&location=36.204824,138.252924&locationRadius=5000000"
