area,sub_area,shop_id,shop_name_en,url_param,link_url,address_en,description_en,tel,image_url,id,name_en,tel_en
Tokyo,Roppongi,184,BEAMS ROPPONGI HILLS,rph,/global/shop/rph/,"2F-3F Roppongi Hills West Walk, 6-10-1 Roppongi, Minato-ku Tokyo","BEAMS' flagship store, housing a fine collection of men's and women's clothes, featuring everything from casual to formal wear. BEAMS embraces the concepts of ""high fashion"", ""high casual"", and ""high quality"", and in order to realize the Beams vision of ""high style"", this store puts a fresh twist on the large collection of Beams brand items, and also carries a number of bespoke items and store exclusive brands that respond to the local trends in the area.",03 5775 1620（2F）／03 5775 1623（3F）,//cdn-cms.beams.co.jp/cdn/cms/shop/184/list_kBhrTj.jpg,184,BEAMS ROPPONGI HILLS,03 5775 1620（2F）／03 5775 1623（3F）
Tokyo,Shinjuku,22,BEAMS F SHINJUKU,jbf,/global/shop/jbf/,"6/7F, 3-32-6 Shinjuku, Shinjuku-ku, Tokyo","The shop features a broad line-up of goods, from high quality, original items to the hottest imported brands. Suits and jackets suitable for business wear are available in store, and can also be made to order. In addition, the shop stocks a wide variety of fashion goods and casual items produced to uncompromising quality standards.",03 5368 7305,//cdn-cms.beams.co.jp/cdn/cms/shop/22/list_qbH02B.jpg,22,BEAMS F SHINJUKU,03 5368 7305
Tokyo,Shinjuku,24,BEAMS JAPAN,j,/global/shop/j/,"B1F - 5F, 3-32-6 Shinjuku, Shinjuku-ku, Tokyo","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. Each of its six floors, from the first level basement to the fifth floor, is home to distinct categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",03 5368 7300,//cdn-cms.beams.co.jp/cdn/cms/shop/24/list_xjKywx.jpg,24,BEAMS JAPAN,03 5368 7300
Tokyo,Shinjuku,26,Demi-Luxe BEAMS SHINJUKU,dls,/global/shop/dls/,"LUMINE Shinjuku 1 2F , 1-1-5 Nishi-Shinjuku, Shinjuku-ku, Tokyo","Demi-luxe BEAMS which means ""small and light"", introduces quality-conscious work and free-time clothes for independent women who enjoy their own style.",03 5339 9070,//cdn-cms.beams.co.jp/cdn/cms/shop/26/list_arrrEn.jpg,26,Demi-Luxe BEAMS SHINJUKU,03 5339 9070
Tokyo,Shinjuku,28,BEAMS SHINJUKU,leb,/global/shop/leb/,"LUMINE EST Shinjuku B2F, 3-38-1 Shinjuku, Shinjuku-ku, Tokyo","BEAMS SHINJUKU has a collection of BEAMS, Ray BEAMS, and BEAMS BOY brand products. We also display products by BEAMS Lights, a brand that expresses cleanliness and adult class while keeping its designs modest. This shop is connected to Shinjuku station, convenience that attracts many customers.",03 5369 2140,//cdn-cms.beams.co.jp/cdn/cms/shop/28/list_rfxobp.jpg,28,BEAMS SHINJUKU,03 5369 2140
Tokyo,Shinjuku,30,Ray BEAMS SHINJUKU,rs,/global/shop/rs/,"LUMINE EST Shinjuku 1F, 3-38-1 Shinjuku, Shinjuku-ku Tokyo","Ray BEAMS SHINJUKU offers customers trendy high-ended casual fashion. We introduce both imported and domestic products with vivid colors and sharp silhouettes. Our line up of the most fashionable items for our stylish customers can now be found in our newest store, BEAMS shop # 4 in the Shinjuku area.",03 5368 2191,//cdn-cms.beams.co.jp/cdn/cms/shop/30/list_jfiOyH.jpg,30,Ray BEAMS SHINJUKU,03 5368 2191
Tokyo,Shinjuku,31,BEAMS NEWS,nsn,/global/shop/nsn/,"EKINAKA NEWoMan 2F, 5-24-55 Sendagaya, Shibuya-ku, Tokyo","Located in NEWoMan on the second floor inside the station area of the New Aouth Exit of Shinjuku Station. It is a concept store full of clothing and miscellaneous goods that have been revised in line with the themes that change on a regular basis, from among the labels of BEAMS. As a new ""newsstand,"" it will send out information on the goods and items picked up by BEAMS' discerning eye.",03 3351 3090,//cdn-cms.beams.co.jp/cdn/cms/shop/31/list_ZYI3Sn.jpg,31,BEAMS NEWS,03 3351 3090
Tokyo,Shinjuku,32,BEAMS GOLF ODAKYU DEPARTMENT SHINJUKU,hlg,/global/shop/hlg/,"M2F, Odakyu Department Shinjuku Maine Store, 1-5-1 Nishishinjuku, Shinjuku-ku Tokyo","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",03 5325 1090,//cdn-cms.beams.co.jp/cdn/cms/shop/32/list_HqzGSu.jpg,32,BEAMS GOLF ODAKYU DEPARTMENT SHINJUKU,03 5325 1090
Tokyo,Shimokitazawa,239,BEAMS Planets LIMITED STORE SHIMOKITAZAWA,planets,/global/shop/planets/,"reload 2−1, 3-19-20 Kitazawa, Setagaya-ku Tokyo","〈BEAMS Planets〉is a label that connects people and things around the world, continues to create products full of originality, and carefully delivers their charms along with their stories. It is a limited-time shop of this label.",03 3460 8515,//cdn-cms.beams.co.jp/cdn/cms/shop/239/list_uT0j24.jpg,239,BEAMS Planets LIMITED STORE SHIMOKITAZAWA,03 3460 8515
Tokyo,Futakotamagawa,46,BEAMS FUTAKOTAMAGAWA,ttb,/global/shop/ttb/,"Tamagawa Takashimaya Shopping Center South Bldg. 2F, 3-17-1 Tamagawa, Setagaya-ku, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",03 3707 8998,//cdn-cms.beams.co.jp/cdn/cms/shop/46/list_wh008w.jpg,46,BEAMS FUTAKOTAMAGAWA,03 3707 8998
Tokyo,Futakotamagawa,47,BEAMS GOLF Tamagawa Takashimaya,ttg,/global/shop/ttg/,"Tamagawa Takashimaya Shopping Center South Bldg. 5F, 3-17-1, Tamagawa, Setagaya-ku, Tokyo","A store specializing in the BEAMS GOLF produce line, our label providing unique, fashionable and functional BEAMS golf styles.",03 5491 5741,//cdn-cms.beams.co.jp/cdn/cms/shop/47/list_h2SRjK.jpg,47,BEAMS GOLF Tamagawa Takashimaya,03 5491 5741
Tokyo,Ikebukuro,35,BEAMS IKEBUKURO,ikb,/global/shop/ikb/,"LUMINE Ikebukuro 1F, 1-11-1 Nishi-Ikebukuro, Toshima-ku, Tokyo","A wide range of fashion products for men and women, including casual wear, business suits, accessories, and miscellaneous goods.",03 5956 1590,//cdn-cms.beams.co.jp/cdn/cms/shop/35/list_d14eWP.jpg,35,BEAMS IKEBUKURO,03 5956 1590
Tokyo,Kitasenju,51,BEAMS KITASENJU,ksj,/global/shop/ksj/,"LUMINE Kitasenju 3F, 42-2 Senjuasahicho, Adachi-ku, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",03 5284 2211,//cdn-cms.beams.co.jp/cdn/cms/shop/51/list_lEKBpy.jpg,51,BEAMS KITASENJU,03 5284 2211
Tokyo,Oshiage,163,BEAMS TOKYO SKYTREE TOWN,tst,/global/shop/tst/,"TOKYO SKY TREE TOWN Solamachi 2F, 1-1-2 Oshiage Sumida-ku, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",03 5819 4011,//cdn-cms.beams.co.jp/cdn/cms/shop/163/list_BGnyJQ.jpg,163,BEAMS TOKYO SKYTREE TOWN,03 5819 4011
Tokyo,Toyosu,80,B:MING LIFE STORE by BEAMS Urban Dock LaLaport Toyosu,tyl,/global/shop/tyl/,"Urban Dock LaLaport Toyosu 1F, 2-4-9 Toyosu, Koto-ku, Tokyo","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",03 3532 3100,//cdn-cms.beams.co.jp/cdn/cms/shop/80/list_pPASxk.jpg,80,B:MING LIFE STORE by BEAMS Urban Dock LaLaport Toyosu,03 3532 3100
Tokyo,Kichijoji,52,BEAMS KICHIJOJI,kkj,/global/shop/kkj/,"kirarina Kichijoji 3F, 2-1-25 Kichijojiminamicho, Musashino-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0422 70 2571,//cdn-cms.beams.co.jp/cdn/cms/shop/52/list_ehKqh5.jpg,52,BEAMS KICHIJOJI,0422 70 2571
Tokyo,Tachikawa,54,BEAMS TACHIKAWA,tcb,/global/shop/tcb/,"LUMINE Tachikawa 2F, 2-1-1 Akebonocho, Tachikawa-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 548 1070 （Men's） / 042 548 1071 （Women's）,//cdn-cms.beams.co.jp/cdn/cms/shop/54/list_lZynaT.jpg,54,BEAMS TACHIKAWA,042 548 1070 （Men's） / 042 548 1071 （Women's）
Tokyo,Tachikawa,141,B:MING LIFE STORE by BEAMS LaLaport Tachikawa Tachihi,ttl,/global/shop/ttl/,"LaLaport Tachikawa Tachihi 2F, 935-1 Izumicho, Tachikawa-shi, Tokyo","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",042 540 6050,//cdn-cms.beams.co.jp/cdn/cms/shop/141/list_FtuSvm.jpg,141,B:MING LIFE STORE by BEAMS LaLaport Tachikawa Tachihi,042 540 6050
Tokyo,Machida,55,BEAMS MACHIDA,mcb,/global/shop/mcb/,"LUMINE Machida 2F, 6-1-11 Haramachida, Machida-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 732 5101,//cdn-cms.beams.co.jp/cdn/cms/shop/55/list_4vy0ji.jpg,55,BEAMS MACHIDA,042 732 5101
Tokyo,Minamiosawa,132,BEAMS OUTLET TAMA MINAMI OSAWA,tmo,/global/shop/tmo/,"MITSUI OUTLET PARK TAMA MINAMI OSAWA, 1-600 Minami-Osawa, Hachioji-shi, Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 678 7600,//cdn-cms.beams.co.jp/cdn/cms/shop/132/list_ENS3Zy.jpg,132,BEAMS OUTLET TAMA MINAMI OSAWA,042 678 7600
Tokyo,Minamimachida,199,BEAMS OUTLET MINAMIMACHIDA,gpo,/global/shop/gpo/,"1F Grandberry Park, 3-4-1 Tsuruma, Machida-shi Tokyo","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",042 850 7061,//cdn-cms.beams.co.jp/cdn/cms/shop/199/list_bioKLV.jpg,199,BEAMS OUTLET MINAMIMACHIDA,042 850 7061
Kanto,Ibaraki,158,BEAMS OUTLET AMI,amo,/global/shop/amo/,"AMI PREMIUM OUTLETS, 2700 Yoshihara, Ami-cho, Inashiki-gun, Ibaraki","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",029 833 6676,//cdn-cms.beams.co.jp/cdn/cms/shop/158/list_Iz9Jqe.jpg,158,BEAMS OUTLET AMI,029 833 6676
Kanto,Tochigi,153,BEAMS OUTLET NASU,bno,/global/shop/bno/,"NASU GARDEN OUTLET, 184-7 Shionosaki, Nasushiobara-shi, Tochigi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0287 67 2166,//cdn-cms.beams.co.jp/cdn/cms/shop/153/list_v5IOC3.jpg,153,BEAMS OUTLET NASU,0287 67 2166
Kanto,Tochigi,156,BEAMS OUTLET SANO,bso,/global/shop/bso/,"SANO PREMIUM OUTLETS, 2058 Koena-cho, Sano-shi, Tochigi","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",0283 27 2026,//cdn-cms.beams.co.jp/cdn/cms/shop/156/list_OXi9S1.jpg,156,BEAMS OUTLET SANO,0283 27 2026
Kanto,Tochigi,230,BEAMS JAPAN NIKKO,jnt,/global/shop/jnt/,"2287 Yamauchi, Nikko-shi Tochigi","This shop is the hub from which BEAMS ""TEAM JAPAN"", a project to curate content across a broad range of categories based on the keyword of ""Japan"", sets new trends. The shop categories such as ""Food"", ""Brand items"", ""Fashion"", ""Collaborations"", ""Culture"", ""Art"", and ""Crafts"". The shop as a whole acts to transmit these various attractive aspects of Japan both nationwide and around the world.",0288 25 5028,//cdn-cms.beams.co.jp/cdn/cms/shop/230/list_rwZxS6.jpg,230,BEAMS JAPAN NIKKO,0288 25 5028
Kanto,Saitama,69,BEAMS OMIYA,omb,/global/shop/omb/,"LUMINE OMIYA2 2F, 630 Nishikicho, Omiya-ku, Saitama-shi, Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",048 640 5601,//cdn-cms.beams.co.jp/cdn/cms/shop/69/list_iZEkzd.jpg,69,BEAMS OMIYA,048 640 5601
Kanto,Saitama,139,B:MING LIFE STORE by BEAMS COCOON CITY,ssc,/global/shop/ssc/,"COCOON2 COCOON CITY 2F, 4-263-1 Kishiki-cho, Omiya-ku, Saitama-shi, Saitama","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",048 788 1130,//cdn-cms.beams.co.jp/cdn/cms/shop/139/list_YmBBrq.jpg,139,B:MING LIFE STORE by BEAMS COCOON CITY,048 788 1130
Kanto,Saitama,173,B:MING LIFE STORE by BEAMS Grand Emio TOKOROZAWA,get,/global/shop/get/,"Grand Emio TOKOROZAWA 2F, 1-14-5 Kusunokidai, Tokorozawa-shi, Saitama","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",042 968 6918,//cdn-cms.beams.co.jp/cdn/cms/shop/173/list_iyrQZv.jpg,173,B:MING LIFE STORE by BEAMS Grand Emio TOKOROZAWA,042 968 6918
Kanto,Saitama,148,BEAMS OUTLET KOSHIGAYA,lto,/global/shop/lto/,"Lake Town outlet, 4-1-1 lake town, Koshigaya-shi, Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",048 961 1260,//cdn-cms.beams.co.jp/cdn/cms/shop/148/list_qITgqv.jpg,148,BEAMS OUTLET KOSHIGAYA,048 961 1260
Kanto,Saitama,151,BEAMS OUTLET IRUMA,bio,/global/shop/bio/,"MITSUI OUTLET PARK IRUMA, 3169-1 Miyadera, Iruma-shi, Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",04 2902 5222,//cdn-cms.beams.co.jp/cdn/cms/shop/151/list_yCegT5.jpg,151,BEAMS OUTLET IRUMA,04 2902 5222
Kanto,Saitama,226,BEAMS OUTLET FUKAYA HANAZONO,fho,/global/shop/fho/,"FUKAYA-HANAZONO PREMIUM OUTLETS, 1 Hanazono, Fukaya-shi Saitama","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",048 579 5297,//cdn-cms.beams.co.jp/cdn/cms/shop/226/list_pKPaXR.jpg,226,BEAMS OUTLET FUKAYA HANAZONO,048 579 5297
Kanto,Chiba,172,BEAMS CHIBA,cb,/global/shop/cb/,"PERIE CHIBA 3F, 1-1-1 ShinChiba, Chuo-ku, Chiba-shi, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.
",043 202 1010,//cdn-cms.beams.co.jp/cdn/cms/shop/172/list_enNfXJ.jpg,172,BEAMS CHIBA,043 202 1010
Kanto,Chiba,71,BEAMS KASHIWA,ktb,/global/shop/ktb/,"Kashiwa Takashimaya Station Mall 4F, 1-1 Suehirocho, Kashiwa-shi, Chiba","Daily-use casuals and products to fit the business scene, accessories and miscellaneous goods for all ages.",04 7147 9831,//cdn-cms.beams.co.jp/cdn/cms/shop/71/list_EiQEUt.jpg,71,BEAMS KASHIWA,04 7147 9831
Kanto,Chiba,72,Demi-Luxe BEAMS KASHIWA,dlk,/global/shop/dlk/,"KASHIWA Takashimaya Station Mall 3F, 1-1 Suehirocho, Kashiwa-shi, Chiba","Demi-Luxe BEAMS which means ""small and light"", introduces quality-conscious work and free-time clothes for independent women who enjoy their own style.",04 7148 2032,//cdn-cms.beams.co.jp/cdn/cms/shop/72/list_VSfBDH.jpg,72,Demi-Luxe BEAMS KASHIWA,04 7148 2032
Kanto,Chiba,61,B:MING LIFE STORE by BEAMS LaLaPort Kasiwanoha,khl,/global/shop/khl/,"LaLaPort Kasiwanoha 2F, 175 Wakashiba, Kashiwa-shi, Chiba","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",04 7137 6750,//cdn-cms.beams.co.jp/cdn/cms/shop/61/list_G0HZ4R.jpg,61,B:MING LIFE STORE by BEAMS LaLaPort Kasiwanoha,04 7137 6750
Kanto,Chiba,74,B:MING LIFE STORE BY BEAMS LaLaport TOKYO-BAY,fbl,/global/shop/fbl/,"LaLaport TOKYO-BAY South Wing 2F, 2-1-1 Hamamachi, Funabashi-shi, Chiba","The main product line includes men’s and women’s original casual wear and business formal; additionally, kid’s and baby wear, miscellanea, cosmetics, and beauty supplies form a diverse lineup of goods offering the pleasures of contemporary lifestyles.",047 436 6500,//cdn-cms.beams.co.jp/cdn/cms/shop/74/list_jPI57V.jpg,74,B:MING LIFE STORE BY BEAMS LaLaport TOKYO-BAY,047 436 6500
