addr_full,city,country,brand,extras,lat,lon,opening_hours,phone,ref,postcode,name,state,website
Ballymakenny Road A92TKW0 Louth,Louth,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.7227192,-6.3481931,"{'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Sat': '08:00-22:00', 'Tue': '07:00-22:00', 'Sun': '09:00-21:00'}",+353419841577,S000081,A92TKW0,Maxol Service Station Ballymakenny Road,,https://stations.maxol.ie/
Duleek Street A92KVY3 Louth,Louth,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.7102041,-6.349546,"{'Sun': '08:00-21:00', 'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Sat': '08:00-22:00', 'Tue': '07:00-22:00'}",+353419849128,S000276,A92KVY3,Maxol Service Station Millmount,,https://stations.maxol.ie/
Fairyhouse  Road A85FF20 Meath,Meath,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.500304,-6.4671656,"{'Fri': '07:00-23:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Sat': '08:00-23:00', 'Sun': '08:00-22:00'}",+35318256160,S000242,A85FF20,Conway's Maxol Service Station,,https://stations.maxol.ie/
Castletown Road A91NHP5 Louth,Louth,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.015323468409704,-6.421656899752892,"{'Sat': '00:00-23:59', 'Tue': '00:00-23:59', 'Sun': '00:00-23:59', 'Fri': '00:00-23:59', 'Thu': '00:00-23:59', 'Wed': '00:00-23:59', 'Mon': '00:00-23:59'}",+353429335338,S000100,A91NHP5,Fee's Maxol Service Station,,https://stations.maxol.ie/
Dublin Road A91HDK0 Louth,Louth,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.9816618,-6.3950358,"{'Tue': '06:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00', 'Fri': '06:00-22:00', 'Thu': '06:00-22:00', 'Wed': '06:00-22:00', 'Mon': '06:00-22:00'}",+353429326323,S000351,A91HDK0,"Maxol Service Station Dublin Road, Dundalk",,https://stations.maxol.ie/
Avenue Road A91N9WP Louth,Louth,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.99417358025359,-6.384055159545247,"{'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Sun': '08:30-22:00', 'Tue': '07:00-22:00', 'Sat': '07:00-22:00'}",+353429339013,S000042,A91N9WP,Maxol Auto24 Seaview,,https://stations.maxol.ie/
Straffan Road W23X3D1 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3743713,-6.58794,"{'Tue': '06:00-22:00', 'Sat': '06:30-22:00', 'Fri': '06:00-22:00', 'Sun': '08:00-22:00', 'Thu': '06:00-22:00', 'Wed': '06:00-22:00', 'Mon': '06:00-22:00'}",+35315054634,S000112,W23X3D1,Maxol Service Station Maynooth,,https://stations.maxol.ie/
149 Sligo Road BT747JY Fermanagh,Fermanagh,GB,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.33357446106335,-7.66359121459852,"{'Tue': '06:00-23:00', 'Sat': '06:30-23:00', 'Fri': '06:00-23:00', 'Sun': '07:00-23:00', 'Thu': '06:00-23:00', 'Wed': '06:00-23:00', 'Mon': '06:00-23:00'}",+442866323106,N000079,BT747JY,"Sligo Road, Enniskillen Maxol Service Station",,https://stations.maxol.ie/
Queen Street BT74 6AA Fermanagh,Fermanagh,GB,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.34794,-7.643822,"{'Sat': '00:00-23:59', 'Tue': '00:00-23:59', 'Sun': '00:00-23:59', 'Fri': '00:00-23:59', 'Thu': '00:00-23:59', 'Wed': '00:00-23:59', 'Mon': '00:00-23:59'}",+442866323721,N000082,BT74 6AA,McBride's Enniskillen Maxol Service Station,,https://stations.maxol.ie/
Big Street A92WF63 Louth,Louth,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.76216780465271,-6.269805923866764,"{'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}",+353419881623,S000313,A92WF63,Madden's Maxol Service Station,,https://stations.maxol.ie/
Maynooth Road W23ND39 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3511854,-6.5452656,"{'Tue': '06:30-22:00', 'Mon': '06:30-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00', 'Fri': '06:30-22:00', 'Thu': '06:30-22:00', 'Wed': '06:30-22:00'}",+35316270598,S000110,W23ND39,Maxol Service Station Celbridge,,https://stations.maxol.ie/
Dublin Road R32N4FD Laois,Laois,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.1560639,-7.1836181,"{'Sun': '06:30-23:00', 'Sat': '06:30-23:00', 'Tue': '05:30-23:00', 'Mon': '05:30-23:00', 'Fri': '05:30-23:00', 'Thu': '05:30-23:00', 'Wed': '05:30-23:00'}",+353578643127,S000111,R32N4FD,Maxol Service Station Portarlington,,https://stations.maxol.ie/
Celbridge Road W23W895 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3619586,-6.5011234,"{'Tue': '06:30-22:00', 'Mon': '06:30-22:00', 'Sat': '07:00-22:00', 'Sun': '07:30-22:00', 'Fri': '06:30-22:00', 'Thu': '06:30-22:00', 'Wed': '06:30-22:00'}",+35316244632,S000045,W23W895,Ardiff's Maxol Service Station,,https://stations.maxol.ie/
"Clane Road, W91 NYP3 Co. Kildare",Co. Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.25553,-6.6674458,"{'Tue': '06:00-23:00', 'Sat': '06:00-23:00', 'Sun': '06:00-23:00', 'Fri': '06:00-23:00', 'Thu': '06:00-23:00', 'Wed': '06:00-23:00', 'Mon': '06:00-23:00'}",+35345841765,S000395,W91 NYP3,Maxol Service Station Prosperous,,https://stations.maxol.ie/
Old Navan Road D15F5KE Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.4065837,-6.411061,"{'Sat': '00:00-23:59', 'Tue': '00:00-23:59', 'Sun': '00:00-23:59', 'Fri': '00:00-23:59', 'Thu': '00:00-23:59', 'Wed': '00:00-23:59', 'Mon': '00:00-23:59'}",+35318115214,S000357,D15F5KE,Maxol Service Station M3 Mulhuddart,,https://stations.maxol.ie/
Lucan Road K78T3F6 Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3551087,-6.4597979,"{'Tue': '06:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00', 'Fri': '06:00-22:00', 'Thu': '06:00-22:00', 'Wed': '06:00-22:00', 'Mon': '06:00-22:00'}",+35316218062,S000272,K78T3F6,Maxol Service Station Lucan Road,,https://stations.maxol.ie/
51a Forkhill Road BT358QY Down,Down,GB,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.141197,-6.360495,"{'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '07:00-22:00'}",+442830480010,N000121,BT358QY,Mulkerns Maxol Service Station,,https://stations.maxol.ie/
N2/N3 Link Road D15VK8F Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.41535286711979,-6.362149179432919,"{'Sat': '06:00-22:00', 'Tue': '06:00-22:00', 'Sun': '07:00-22:00', 'Fri': '06:00-22:00', 'Thu': '06:00-22:00', 'Wed': '06:00-22:00', 'Mon': '06:00-22:00'}",+35314851235,S000367,D15VK8F,Maxol Service Station Ballycoolin,,https://stations.maxol.ie/
Sallins Road W91NYH6 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.2316958,-6.6613439,"{'Fri': '06:00-21:00', 'Thu': '06:00-21:00', 'Tue': '06:00-20:00', 'Sun': '08:00-20:00', 'Mon': '06:00-20:00', 'Sat': '07:00-20:00', 'Wed': '06:00-20:00'}",+35345856835,S000249,W91NYH6,Maxol Service Station Sallins Road,,https://stations.maxol.ie/
Dublin Road R51Y165 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.1546507,-6.9043731,"{'Sat': '00:00-23:59', 'Tue': '00:00-23:59', 'Sun': '00:00-23:59', 'Fri': '00:00-23:59', 'Thu': '00:00-23:59', 'Wed': '00:00-23:59', 'Mon': '00:00-23:59'}",+35345522147,S000257,R51Y165,Fitzpatrick's Maxol Service Station,,https://stations.maxol.ie/
Adamstown K78 X4E1 Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.33251525082723,-6.455843022109901,"{'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Sat': '08:00-22:00', 'Tue': '07:00-22:00', 'Sun': '08:00-22:00'}",+35315056484,S000319,K78 X4E1,Maxol Service Station Adamstown,,https://stations.maxol.ie/
Ballymany W12Y752 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.1670904,-6.8163728,"{'Tue': '06:00-23:00', 'Sat': '06:00-23:00', 'Fri': '06:00-23:00', 'Thu': '06:00-23:00', 'Wed': '06:00-23:00', 'Mon': '06:00-23:00', 'Sun': '07:00-21:00'}",+35345430340,S000068,W12Y752,Maxol Service Station Newbridge,,https://stations.maxol.ie/
The Crossings W91A3XV Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.2209151,-6.6580823,"{'Fri': '06:30-21:00', 'Thu': '06:30-21:00', 'Wed': '06:30-21:00', 'Mon': '06:30-21:00', 'Tue': '06:30-21:00', 'Sun': '07:00-20:00', 'Sat': '07:00-21:00'}",+35345981648,S000262,W91A3XV,Maxol Service Station The Crossings,,https://stations.maxol.ie/
Naas Road W91VNN3 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.2477271,-6.5958702,"{'Tue': '06:00-22:00', 'Fri': '06:00-22:00', 'Thu': '06:00-22:00', 'Wed': '06:00-22:00', 'Sat': '07:00-21:00', 'Mon': '06:00-22:00', 'Sun': '07:00-21:00'}",+35345878722,S000360,W91VNN3,Maxol Service Station N7 Kill,,https://stations.maxol.ie/
Kilcullen Road W91PA02 Kildare,Kildare,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.21252961802854,-6.666355472302259,"{'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Tue': '07:00-22:00', 'Sat': '07:00-22:00', 'Sun': '08:00-22:00'}",+35345879046,S000085,W91PA02,Mervyn's Maxol Service Station,,https://stations.maxol.ie/
"Athlone Road, H53A0D4 Galway",Galway,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.32978339598301,-8.208518432751744,"{'Tue': '09:00-20:00', 'Fri': '09:00-20:00', 'Thu': '09:00-20:00', 'Wed': '09:00-20:00', 'Sun': '09:00-19:00', 'Mon': '09:00-20:00', 'Sat': '09:00-19:00'}",+353909630800,S000010,H53A0D4,Kilmartin's  Maxol Service Station,,https://stations.maxol.ie/
"Baltrasna, Ratoath Road, A84 XH04 Meath",Meath,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3764675,-6.3090034,"{'Tue': '06:00-23:00', 'Fri': '06:00-23:00', 'Thu': '06:00-23:00', 'Wed': '06:00-23:00', 'Mon': '06:00-23:00', 'Sat': '07:00-21:00', 'Sun': '07:00-21:00'}",+35318350075,S000397,A84 XH04,Maxol Service Station Ratoath Road,,https://stations.maxol.ie/
Junction 4 K36X580 Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.4925356,-6.1969973,"{'Sat': '00:00-23:59', 'Tue': '00:00-23:59', 'Sun': '00:00-23:59', 'Fri': '00:00-23:59', 'Thu': '00:00-23:59', 'Wed': '00:00-23:59', 'Mon': '00:00-23:59'}",+35318079021,S000368,K36X580,Maxol Service Station Turvey,,https://stations.maxol.ie/
43  Mill Street BT782BP Tyrone,Tyrone,GB,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.49718382301035,-7.314343638864018,"{'Sat': '00:00-23:59', 'Tue': '00:00-23:59', 'Sun': '00:00-23:59', 'Fri': '00:00-23:59', 'Thu': '00:00-23:59', 'Wed': '00:00-23:59', 'Mon': '00:00-23:59'}",+442882841859,N000043,BT782BP,McConnell's Maxol Service Station,,https://stations.maxol.ie/
125 Annareagh Road BT619SA Armagh,Armagh,GB,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.341913257730766,-6.542790944752386,"{'Mon': '07:00-21:00', 'Fri': '07:00-21:00', 'Thu': '07:00-21:00', 'Wed': '07:00-21:00', 'Sat': '07:00-21:00', 'Tue': '07:00-21:00', 'Sun': '07:00-21:00'}",+442838871365,N000152,BT619SA,"Dodds, Bawn Maxol Service Station",,https://stations.maxol.ie/
24 Dromore Road BT941GZ Fermanagh,Fermanagh,GB,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.47511617855776,-7.623501195205857,"{'Sat': '06:30-23:00', 'Tue': '06:30-23:00', 'Fri': '06:30-23:00', 'Sun': '08:00-23:00', 'Thu': '06:30-23:00', 'Wed': '06:30-23:00', 'Mon': '06:30-23:00'}",+442868621226,N000148,BT941GZ,"Mc Bride's Maxol Service Station, Irvinestown",,https://stations.maxol.ie/
179 Navan Road D07R2VK Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3664281,-6.3118921,"{'Fri': '07:00-23:00', 'Thu': '07:00-23:00', 'Wed': '07:00-23:00', 'Mon': '07:00-23:00', 'Tue': '07:00-23:00', 'Sun': '08:00-23:00', 'Sat': '08:00-23:00'}",+35318682865,S000128,D07R2VK,Maxol Service Station Navan Road,,https://stations.maxol.ie/
Longmile Road/Naas Road Junction D12TDW3 Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3238019,-6.3506463,"{'Tue': '06:30-22:00', 'Mon': '06:30-22:00', 'Sat': '07:00-21:00', 'Fri': '06:30-22:00', 'Thu': '06:30-22:00', 'Wed': '06:30-22:00', 'Sun': '07:00-21:00'}",+35314503596,S000361,D12TDW3,Maxol Service Station Longmile Road,,https://stations.maxol.ie/
Unit D Airport Business Campus D09YW74 Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.40522223900604,-6.244096780245756,"{'Mon': '09:00-17:00', 'Fri': '09:00-17:00', 'Thu': '09:00-17:00', 'Wed': '09:00-17:00', 'Sat': 'Closed', 'Sun': 'Closed', 'Tue': '09:00-17:00'}",+35318060300,5616227449575412027,D09YW74,Maxol Lubricants,,https://stations.maxol.ie/
Walkinstown Avenue D12R96T Dublin,Dublin,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",53.3230364,-6.3405184,"{'Sun': '09:00-16:00', 'Tue': '06:00-20:00', 'Mon': '06:00-20:00', 'Fri': '06:00-20:00', 'Thu': '06:00-20:00', 'Wed': '06:00-20:00', 'Sat': '08:00-19:00'}",+35314197999,S000224,D12R96T,Maxol Service Station Walkinstown Avenue,,https://stations.maxol.ie/
Newline F91V2YX Leitrim,Leitrim,IE,Maxol,"{'brand': 'Maxol', 'fascia': 'Maxol Service Station', 'category': 'Service Station', 'edit_date': '20250403', 'lat_lon_source': 'website'}",54.3054977,-8.175716699999999,"{'Fri': '07:00-22:00', 'Thu': '07:00-22:00', 'Wed': '07:00-22:00', 'Mon': '07:00-22:00', 'Sat': '08:00-22:00', 'Tue': '07:00-22:00', 'Sun': '08:00-22:00'}",+353719855300,S000377,F91V2YX,Mullin's Maxol Service Station,,https://stations.maxol.ie/
