addr_full,brand,city,country,extras,lat,long,name,opening_hours,phone,postcode,ref,state,website
"6-7-12 Ginza, Chuo-ku, Tokyo 104-0061",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:32.404332', 'lat_lon_source': 'website'}",35.670081,139.762271,Tokyo Ginza,{},+81  3 5537 7080,104-0061,704,,/en-us/tokyo-704.html
"Ginza Mitsukoshi 6F, 4-6-16 Ginza, Chuo-ku, Tokyo 104-8212",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:34.508493', 'lat_lon_source': 'website'}",35.67136,139.76354,Tokyo Ginza Mitsukoshi Men's Boutique,{},+81 3 3535 6390,104-8212,713,,/en-us/tokyo-713.html
"Hankyu Men's Tokyo 3F, 2-5-1 Yurakucho, Chiyoda-ku, Tokyo 100-8488",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:36.805927', 'lat_lon_source': 'website'}",35.673655,139.760276,Tokyo Hankyu Men's Tokyo Boutique,{},+81 3 6252 5432,100-8488,723,,/en-us/tokyo-723.html
"1-4-1 Nihonbashi Muromachi, Chuo-ku, Tokyo 103-8001 Nihonbashi Mitsukoshi Main Store Main Building 2F",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:38.818811', 'lat_lon_source': 'website'}",35.685596,139.77338,Tokyo Nihonbashi Mitsukoshi Men’s Boutique,{},+81 3 3278 8011,103-8001,719,,/en-us/tokyo-719.html
"1-4-1 Nihonbashi Muromachi, Chuo-ku, Tokyo 103-8001 Nihonbashi Mitsukoshi Main Store Main Building 3F",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:41.399992', 'lat_lon_source': 'website'}",35.685596,139.77338,Tokyo Nihonbashi Mitsukoshi Women's Boutique,{},+81 3 3278 6805,103-8001,712,,/en-us/tokyo-712.html
"2F of Takashimaya Nihonbashi Store Main Building, 2-4-1 Nihonbashi, Chuo-ku, Tokyo 103-8265",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:43.722891', 'lat_lon_source': 'website'}",35.680824,139.773435,Tokyo Nihonbashi Takashimaya,{'Monday-Sunday 10': '30am - 7:00pm'},+81 3 3231 2725,103-8265,708,,/en-us/tokyo-708.html
"3-17-11 Minamiaoyama, Minato-ku, Tokyo 107-0062",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:46.206392', 'lat_lon_source': 'website'}",35.664273,139.713896,Tokyo Omotesando,{'Monday-Sunday 11': '00 ~ 20:00'},+81 3 6434 9520,107-0062,731,,/en-us/tokyo-omotesando-731.html
"8F Minami A11, 1-28-1 Minami Ikebukuro, Toshima-ku, Tokyo 171-8569 Seibu Ikebukuro Main Store",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:49.018428', 'lat_lon_source': 'website'}",35.729078,139.711679,Tokyo Seibu Ikebukuro Men's and Women's Boutique,{'Monday-Saturday 10am - 9': '00pm \nSunday and Holidays 10am - 8pm'},+81  3 5949 2782,171-8569,727,,/en-us/tokyo-727.html
"3-14-1 Shinjuku, Shinjuku-ku, Tokyo 160-0022, Men's Building, 4th Floor, International Luxury",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:51.539769', 'lat_lon_source': 'website'}",35.691684,139.703416,Tokyo Shinjuku Isetan Men's boutique,{},+81 3 6709 9750,160-0022,718,,/en-us/tokyo-718.html
"3-14-1 Shinjuku, Shinjuku-ku, Tokyo 160-0022, Isetan Shinjuku Main Building 4F International Luxury",brunellocucinelli,東京,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:53.870491', 'lat_lon_source': 'website'}",35.691684,139.703416,Tokyo Shinjuku Isetan Women's boutique,{},+81 3 6709 8189,160-0022,711,,/en-us/tokyo-711.html
"31-1 Akashicho, Chuo-ku, Kobe, Hyogo Prefecture 650-0037 Block31",brunellocucinelli,神戸,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:55.892068', 'lat_lon_source': 'website'}",34.688588,135.190576,Kobe,{},+81 78 391 8388,650-0037,702,,/en-us/kobe-702.html
"2F, Daimaru Fukuoka Tenjin Store East Building Elgara, 1-4-1 Tenjin, Chuo-ku, Fukuoka City, Fukuoka Prefecture, 810-8717",brunellocucinelli,福岡,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:20:58.453016', 'lat_lon_source': 'website'}",33.588649,130.401179,Fukuoka Hakata Daimaru Women's Boutique,{},+81 92 716 8822,810-8717,709,,/en-us/fukuoka-709.html
"5F, Iwadaya Main Store, 2-5-35 Tenjin, Chuo-ku, Fukuoka City, Fukuoka Prefecture, 810-8680",brunellocucinelli,福岡,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:21:00.649690', 'lat_lon_source': 'website'}",33.588842,130.397425,Fukuoka Iwataya Man,{},+81 9 2707 3137,810-8680,724,,/en-us/fukuoka-724.html
"4F, Iwadaya Main Store, 2-5-35 Tenjin, Chuo-ku, Fukuoka City, Fukuoka Prefecture, 810-8680",brunellocucinelli,福岡,Japan,"{'brand': 'brunellocucinelli', 'fascia': '', 'category': '', 'edit_date': '2025-02-28T00:21:02.011126', 'lat_lon_source': 'website'}",33.588842,130.397425,Fukuoka Iwataya Woman,{},+81 92 406 5016,810-8680,729,,/en-us/fukuoka-729.html
